fill	x	y	clickSelects	group	xmin	xmax	ymin	ymax
#E3E3E3	61	1	61 1	590	60.5	61.5	0.5	1.5
#FDFDFD	62	2	62 2	603	61.5	62.5	1.5	2.5
#767676	61	0	61 0	589	60.5	61.5	-0.5	0.5
#C6C6C6	62	1	62 1	601	61.5	62.5	0.5	1.5
#FCFCFC	63	2	63 2	614	62.5	63.5	1.5	2.5
#878787	62	0	62 0	600	61.5	62.5	-0.5	0.5
#E4E4E4	63	1	63 1	612	62.5	63.5	0.5	1.5
#ABABAB	63	0	63 0	611	62.5	63.5	-0.5	0.5
#E9E9E9	64	1	64 1	623	63.5	64.5	0.5	1.5
#FEFEFE	70	7	70 7	703	69.5	70.5	6.5	7.5
#ADADAD	64	0	64 0	622	63.5	64.5	-0.5	0.5
#FEFEFE	69	6	69 6	683	68.5	69.5	5.5	6.5
#FEFEFE	70	6	70 6	702	69.5	70.5	5.5	6.5
#A3A3A3	65	1	65 1	634	64.5	65.5	0.5	1.5
#EEEEEE	65	2	65 2	636	64.5	65.5	1.5	2.5
#F4F4F4	66	3	66 3	648	65.5	66.5	2.5	3.5
#B4B4B4	67	3	67 3	658	66.5	67.5	2.5	3.5
#FDFDFD	67	4	67 4	659	66.5	67.5	3.5	4.5
#DADADA	68	5	68 5	671	67.5	68.5	4.5	5.5
#838383	66	2	66 2	647	65.5	66.5	1.5	2.5
#C6C6C6	68	4	68 4	670	67.5	68.5	3.5	4.5
#FEFEFE	71	7	71 7	714	70.5	71.5	6.5	7.5
#F3F3F3	69	5	69 5	682	68.5	69.5	4.5	5.5
#B9B9B9	65	0	65 0	633	64.5	65.5	-0.5	0.5
#3C3C3C	66	1	66 1	645	65.5	66.5	0.5	1.5
#313131	67	2	67 2	657	66.5	67.5	1.5	2.5
#707070	68	3	68 3	669	67.5	68.5	2.5	3.5
#6A6A6A	69	4	69 4	681	68.5	69.5	3.5	4.5
#FDFDFD	70	5	70 5	701	69.5	70.5	4.5	5.5
#FEFEFE	71	6	71 6	713	70.5	71.5	5.5	6.5
#D4D4D4	66	0	66 0	644	65.5	66.5	-0.5	0.5
#949494	67	1	67 1	655	66.5	67.5	0.5	1.5
#D5D5D5	68	2	68 2	668	67.5	68.5	1.5	2.5
#D8D8D8	69	3	69 3	680	68.5	69.5	2.5	3.5
#FFFFFF	73	8	73 8	737	72.5	73.5	7.5	8.5
#FEFEFE	74	8	74 8	748	73.5	74.5	7.5	8.5
#FFFFFF	73	7	73 7	736	72.5	73.5	6.5	7.5
#C8C8C8	70	4	70 4	700	69.5	70.5	3.5	4.5
#FFFFFF	71	5	71 5	712	70.5	71.5	4.5	5.5
#FFFFFF	74	9	74 9	749	73.5	74.5	8.5	9.5
#CFCFCF	67	0	67 0	654	66.5	67.5	-0.5	0.5
#E4E4E4	68	1	68 1	666	67.5	68.5	0.5	1.5
#F9F9F9	69	2	69 2	679	68.5	69.5	1.5	2.5
#9C9C9C	70	3	70 3	699	69.5	70.5	2.5	3.5
#FFFFFF	74	7	74 7	747	73.5	74.5	6.5	7.5
#FFFFFF	75	8	75 8	759	74.5	75.5	7.5	8.5
#C2C2C2	68	0	68 0	665	67.5	68.5	-0.5	0.5
#ECECEC	69	1	69 1	677	68.5	69.5	0.5	1.5
#B4B4B4	70	2	70 2	698	69.5	70.5	1.5	2.5
#BDBDBD	71	3	71 3	710	70.5	71.5	2.5	3.5
#D7D7D7	69	0	69 0	676	68.5	69.5	-0.5	0.5
#8A8A8A	70	1	70 1	696	69.5	70.5	0.5	1.5
#818181	71	2	71 2	709	70.5	71.5	1.5	2.5
#E2E2E2	70	0	70 0	695	69.5	70.5	-0.5	0.5
#EBEBEB	72	3	72 3	721	71.5	72.5	2.5	3.5
#BABABA	71	1	71 1	707	70.5	71.5	0.5	1.5
#ECECEC	72	2	72 2	720	71.5	72.5	1.5	2.5
#EBEBEB	71	0	71 0	706	70.5	71.5	-0.5	0.5
#E4E4E4	72	1	72 1	718	71.5	72.5	0.5	1.5
#DADADA	72	0	72 0	717	71.5	72.5	-0.5	0.5
#E6E6E6	73	1	73 1	729	72.5	73.5	0.5	1.5
#C6C6C6	73	0	73 0	728	72.5	73.5	-0.5	0.5
#C9C9C9	74	1	74 1	740	73.5	74.5	0.5	1.5
#B3B3B3	74	2	74 2	742	73.5	74.5	1.5	2.5
#F6F6F6	75	2	75 2	753	74.5	75.5	1.5	2.5
#FCFCFC	76	3	76 3	764	75.5	76.5	2.5	3.5
#BDBDBD	74	0	74 0	739	73.5	74.5	-0.5	0.5
#A8A8A8	75	1	75 1	751	74.5	75.5	0.5	1.5
#EAEAEA	76	2	76 2	763	75.5	76.5	1.5	2.5
#FDFDFD	77	3	77 3	774	76.5	77.5	2.5	3.5
#C6C6C6	75	0	75 0	750	74.5	75.5	-0.5	0.5
#A1A1A1	76	1	76 1	762	75.5	76.5	0.5	1.5
#FDFDFD	77	2	77 2	773	76.5	77.5	1.5	2.5
#FDFDFD	79	5	79 5	793	78.5	79.5	4.5	5.5
#FCFCFC	80	5	80 5	809	79.5	80.5	4.5	5.5
#A8A8A8	76	0	76 0	761	75.5	76.5	-0.5	0.5
#DFDFDF	77	1	77 1	772	76.5	77.5	0.5	1.5
#FEFEFE	80	4	80 4	808	79.5	80.5	3.5	4.5
#A9A9A9	77	0	77 0	771	76.5	77.5	-0.5	0.5
#FDFDFD	81	4	81 4	814	80.5	81.5	3.5	4.5
#F9F9F9	78	1	78 1	781	77.5	78.5	0.5	1.5
#FFFFFF	80	3	80 3	807	79.5	80.5	2.5	3.5
#D7D7D7	78	0	78 0	780	77.5	78.5	-0.5	0.5
#FEFEFE	81	3	81 3	813	80.5	81.5	2.5	3.5
#EDEDED	79	2	79 2	790	78.5	79.5	1.5	2.5
#DFDFDF	80	2	80 2	806	79.5	80.5	1.5	2.5
#E2E2E2	79	1	79 1	789	78.5	79.5	0.5	1.5
#A0A0A0	79	0	79 0	788	78.5	79.5	-0.5	0.5
#8A8A8A	80	1	80 1	805	79.5	80.5	0.5	1.5
#FEFEFE	81	2	81 2	812	80.5	81.5	1.5	2.5
#F8F8F8	82	3	82 3	818	81.5	82.5	2.5	3.5
#979797	80	0	80 0	804	79.5	80.5	-0.5	0.5
#E7E7E7	81	1	81 1	811	80.5	81.5	0.5	1.5
#F9F9F9	82	2	82 2	817	81.5	82.5	1.5	2.5
#B5B5B5	81	0	81 0	810	80.5	81.5	-0.5	0.5
#FCFCFC	82	1	82 1	816	81.5	82.5	0.5	1.5
#F7F7F7	83	2	83 2	821	82.5	83.5	1.5	2.5
#D2D2D2	82	0	82 0	815	81.5	82.5	-0.5	0.5
#EEEEEE	83	1	83 1	820	82.5	83.5	0.5	1.5
#C2C2C2	83	0	83 0	819	82.5	83.5	-0.5	0.5
#F9F9F9	84	1	84 1	823	83.5	84.5	0.5	1.5
#CFCFCF	84	0	84 0	822	83.5	84.5	-0.5	0.5
#ACACAC	85	0	85 0	824	84.5	85.5	-0.5	0.5
#FEFEFE	10	8	10 8	13	9.5	10.5	7.5	8.5
#FDFDFD	8	4	8 4	799	7.5	8.5	3.5	4.5
#FFFFFF	27	7	27 7	202	26.5	27.5	6.5	7.5
#FEFEFE	39	6	39 6	336	38.5	39.5	5.5	6.5
#FEFEFE	7	5	7 5	692	6.5	7.5	4.5	5.5
#FEFEFE	14	5	14 5	54	13.5	14.5	4.5	5.5
#FDFDFD	23	5	23 5	156	22.5	23.5	4.5	5.5
#FEFEFE	38	6	38 6	325	37.5	38.5	5.5	6.5
#FFFFFF	58	4	58 4	554	57.5	58.5	3.5	4.5
#FFFFFF	69	7	69 7	684	68.5	69.5	6.5	7.5
#FFFFFF	73	9	73 9	738	72.5	73.5	8.5	9.5
#FFFFFF	76	4	76 4	765	75.5	76.5	3.5	4.5
#FFFFFF	44	4	44 4	394	43.5	44.5	3.5	4.5
#FFFFFF	72	7	72 7	725	71.5	72.5	6.5	7.5
